layer,head,id,reference,hypothesis
15,4,common_voice_en_39350221,The second level involves crossing a bridge by swinging on spider threads.,The second level involves crossing a bridge by swinging on spider threads.
15,4,common_voice_en_39589774,"However, it runs poorly.",however it runs poorly
15,4,common_voice_en_39745077,The opposing kind of dicto simpliciter is accident.,The opposing kind of dictors visitor is accidental.
15,4,common_voice_en_40354111,There is a health center in Varda.,"There is a hell centenium, Varda."
15,4,common_voice_en_40391095,Both pods include landing lights.,Both pods include landing lights.
15,4,common_voice_en_40409829,"In microprocessors, branch prediction permits avoidance of pipeline emptying at branch instructions.","In microprocessors, branch prediction permits avoidance of pipeline and Tinkert branch instructions."
15,4,common_voice_en_40613498,Any passerby who chances to kick it over is sure to absorb the illness.,Any passerby who chances to kick it over is sure to absorb the illness.
15,4,common_voice_en_40863387,"Pickhaver has three sisters Jane, Anne and Mary and a brother Mark.","Pig Hever has three sisters Jane, Annie and Mary and a brother Mark."
15,4,common_voice_en_40993865,He had at least four children.,He had at least four children.
15,4,common_voice_en_41083329,The film was narrated by the American actor and baritone Thomas Hardie Chalmers.,The film was narrated by the American actor and baritone Thomas Hardy Chalmers.
15,4,common_voice_en_41851166,"During World War One, Bliss ministered to French and Belgian soldiers interned in Switzerland.","During World War I, the French and Belgian soldiers interned in Switzerland."
15,5,common_voice_en_17289296,"The landing was dimly light by a single, bare, low-power light-bulb.",The landing was dimly light but a single bare low-power light bulb.
15,5,common_voice_en_18062241,Fresh as a daisy.,fresh as a daisy
15,5,common_voice_en_18208927,Check the main features on the website.,Check the main features on the website.
15,5,common_voice_en_19045427,"Upon his father's death, he inherited his arms.","Upon his father's death, he inherited his arms."
15,5,common_voice_en_19650760,"In contrast to hydromorphone, it is described as inactive.","In contrast to hydromorphone, it is described as inactive."
15,5,common_voice_en_19729843,Paulding is largely a bedroom community.,Paulding is largely a bedroom community.
15,5,common_voice_en_20264169,He eventually led Pitt to five consecutive bowl games.,He eventually led Pitt to five consecutive bowl games.
15,5,common_voice_en_20556516,"Stephen the First, the first king of Hungary, founded an episcopate there.","Stephen I, the first king of Hungary founded an episcopate there."
15,5,common_voice_en_20556517,Dunbar takes action but also takes a bullet leaving him blind.,Dunbar takes action but also takes a bullet leaving him blind.
15,5,common_voice_en_20685731,He can do a lot of things.,He can do a lot of things.
15,5,common_voice_en_21522616,"Internally it provided five registers plus the program counter, but no stack pointer.",internally it provided five registers plus the program contact but no stack pointer
15,5,common_voice_en_22339444,They attacked in massed formations and died by the hundreds.,They attacked in massed formation and died by the hundreds.
15,5,common_voice_en_24017916,"This entails a ""training in the art of prayer"".",This entails a training in the art of prayer.
15,5,common_voice_en_26945559,The path he has chosen for us is the right one!,The path he has chosen for us is the right one.
15,5,common_voice_en_31692279,Leading to the conclusion that the dikes must have originated from separate magma chambers.,Leading to the conclusion that the dikes must have originated from separate magma chambers.
15,5,common_voice_en_31693746,Rafiqul was involved in the politics of Chhatra League in his student life.,Raufiqul was involved in the politics of Chhatra League in his student life.
15,5,common_voice_en_34954466,"The corner stone was laid by Sir Mortimer Clarke, Lieutenant Governor of Ontario.","The car was shown on the late Wednesday in Montemar, Canada, left in an economy of Ontario."
15,5,common_voice_en_35066412,Thus a graph must be sparse enough to justify an adjacency list representation.,Thus a graph must be sparse enough to justify an adjacency list representation.
15,5,common_voice_en_36641653,They had no recognised uniform and wore practical clothing as the season required.,They had no recognized uniform and wore practical clothing as the season required.
15,5,common_voice_en_36823641,There are six stamens.,There are six stamens.
15,5,common_voice_en_36863845,"However, its location and other information is yet to be announced.","However, its location and other information is yet to be announced."
15,5,common_voice_en_36863846,The hotel is located right opposite Galle Face Green facing the Indian Ocean.,The hotel is located right opposite Galle Face Green facing the Indian Ocean.
15,5,common_voice_en_37021989,Botswana sent two boxers to Athens.,Botswana sent a boxer to Adams.
15,5,common_voice_en_37121837,Machan argued against animal rights in his widely reprinted paper Do Animals Have Rights?,Macken argue against animal rights in his widely reprinted paper do animals have rights
15,5,common_voice_en_37329538,"Subsequently, an anterior approach was introduced.",Subsequently an anterior approach was introduced.
15,5,common_voice_en_37330923,It was in this area that numerous families of African-American descent settled.,It was in this area that numerous families of African American descent settled.
15,5,common_voice_en_37556227,Most Egyptian gods were at some time identified with the sun.,Most Egyptian Gods were at some time identified with this one.
15,5,common_voice_en_37570169,The mother goes to the ash-heap behind the hut.,The mother goes to the ash heap behind the hut.
15,5,common_voice_en_37627010,The next generation of British zoologists contained both Charles Darwin and Alfred Russel Wallace.,The next generation of British zoologists contained both Charles Darwin and Alfred Russell Wallace.
15,5,common_voice_en_37811263,Loved it.,loved it
15,5,common_voice_en_37853057,The Detroit School of Arts offers only Spanish as a foreign language.,The Detroit School of Arts offers only Spanish as a foreign language.
15,5,common_voice_en_37892950,"Four villages grew within its borders: Girard, Churchill, Sodom, and Seceders Corners.","Four villages grew within its borders. Gregard, Churchill, Sodom and Caesars corner."
15,5,common_voice_en_37947793,"Cry babies on ""I'll Take You Back"": Tim Owens and Robert Arthur.","Crybabies on I'll Take You Back, Tim Owens and Robert Arthur."
15,5,common_voice_en_38091212,"Because ""Little Big Mom"" deals with leprosy, it has never been released in Japan.","Because Little Big Mom deals with leprosy, it has never been released in Japan."
15,5,common_voice_en_38091215,He also transcribed music from other sources for the organ.,He also transcribed music from other sources for the organ.
15,5,common_voice_en_38174427,"The ""unfinished"" barrage was the cause of much embarrassment to the Welsh Assembly.",The unfinished barrage was the cause of much embarrassment to the Welsh Assembly.
15,5,common_voice_en_38184000,It is dark rufous brown above and paler rufous brown below.,it is dark office brown above and paler office brown below
15,5,common_voice_en_38283661,"When a dead whale is washed ashore, the people accord it a solemn burial.","When a dead whale is washed ashore, the people accord it a solemn burial."
15,5,common_voice_en_39263165,He continues to live in Houston with his wife Jaclyn.,"He continues to live in Houston with his wife, Jaisalyn."
15,5,common_voice_en_39350221,The second level involves crossing a bridge by swinging on spider threads.,The second level involves crossing a bridge by swinging on spider threads.
15,5,common_voice_en_39589774,"However, it runs poorly.",however it runs poorly
15,5,common_voice_en_39745077,The opposing kind of dicto simpliciter is accident.,The opposing kind of dictors visitor is accidental.
15,5,common_voice_en_40354111,There is a health center in Varda.,"There is a hell centenium, Varda."
15,5,common_voice_en_40391095,Both pods include landing lights.,Both pods include landing lights.
15,5,common_voice_en_40409829,"In microprocessors, branch prediction permits avoidance of pipeline emptying at branch instructions.","In microprocessors, branch prediction permits avoidance of pipeline and Tinkert branch instructions."
15,5,common_voice_en_40613498,Any passerby who chances to kick it over is sure to absorb the illness.,Any passerby who chances to kick it over is sure to absorb the illness.
15,5,common_voice_en_40863387,"Pickhaver has three sisters Jane, Anne and Mary and a brother Mark.","Pig Hever has three sisters Jane, Annie and Mary and a brother Mark."
15,5,common_voice_en_40993865,He had at least four children.,He had at least four children.
15,5,common_voice_en_41083329,The film was narrated by the American actor and baritone Thomas Hardie Chalmers.,The film was narrated by the American actor and baritone Thomas Hardy Chalmers.
15,5,common_voice_en_41851166,"During World War One, Bliss ministered to French and Belgian soldiers interned in Switzerland.","During World War I, the French and Belgian soldiers interned in Switzerland."
15,6,common_voice_en_17289296,"The landing was dimly light by a single, bare, low-power light-bulb.",The landing was dimly light but a single bare low-power light bulb
15,6,common_voice_en_18062241,Fresh as a daisy.,fresh as a daisy
15,6,common_voice_en_18208927,Check the main features on the website.,Check the main features on the website.
15,6,common_voice_en_19045427,"Upon his father's death, he inherited his arms.","Upon his father's death, he inherited his arms."
15,6,common_voice_en_19650760,"In contrast to hydromorphone, it is described as inactive.","In contrast to hydromorphone, it is described as inactive."
15,6,common_voice_en_19729843,Paulding is largely a bedroom community.,Paulding is largely a bedroom community.
15,6,common_voice_en_20264169,He eventually led Pitt to five consecutive bowl games.,He eventually led Pitt to five consecutive bowl games.
15,6,common_voice_en_20556516,"Stephen the First, the first king of Hungary, founded an episcopate there.","Stephen I, the first king of Hungary founded an episcopate there."
15,6,common_voice_en_20556517,Dunbar takes action but also takes a bullet leaving him blind.,Dunbar takes action but also takes a bullet leaving him blind.
15,6,common_voice_en_20685731,He can do a lot of things.,He can do a lot of things.
15,6,common_voice_en_21522616,"Internally it provided five registers plus the program counter, but no stack pointer.",internally it provided five registers plus the program contact but no stack pointer
15,6,common_voice_en_22339444,They attacked in massed formations and died by the hundreds.,They attacked in massed formation and died by the hundreds.
15,6,common_voice_en_24017916,"This entails a ""training in the art of prayer"".",This entails a training in the art of prayer.
15,6,common_voice_en_26945559,The path he has chosen for us is the right one!,The path he has chosen for us is the right one.
15,6,common_voice_en_31692279,Leading to the conclusion that the dikes must have originated from separate magma chambers.,Leading to the conclusion that the dikes must have originated from separate magma chambers.
15,6,common_voice_en_31693746,Rafiqul was involved in the politics of Chhatra League in his student life.,Raufiqul was involved in the politics of Chhatra League in his student life.
15,6,common_voice_en_34954466,"The corner stone was laid by Sir Mortimer Clarke, Lieutenant Governor of Ontario.","The car was shown on the late Wednesday in Montemar, Canada, left in an economy of Ontario."
15,6,common_voice_en_35066412,Thus a graph must be sparse enough to justify an adjacency list representation.,Thus a graph must be sparse enough to justify an adjacency list representation.
15,6,common_voice_en_36641653,They had no recognised uniform and wore practical clothing as the season required.,They had no recognized uniform and wore practical clothing as the season required.
15,6,common_voice_en_36823641,There are six stamens.,There are six stamens.
15,6,common_voice_en_36863845,"However, its location and other information is yet to be announced.","However, its location and other information is yet to be announced."
15,6,common_voice_en_36863846,The hotel is located right opposite Galle Face Green facing the Indian Ocean.,The hotel is located right opposite Galle Face Green facing the Indian Ocean.
15,6,common_voice_en_37021989,Botswana sent two boxers to Athens.,Botswana sent a boxer to Adams.
15,6,common_voice_en_37121837,Machan argued against animal rights in his widely reprinted paper Do Animals Have Rights?,Macken argue against animal rights in his widely reprinted paper do animals have rights
15,6,common_voice_en_37329538,"Subsequently, an anterior approach was introduced.",Subsequently an anterior approach was introduced.
15,6,common_voice_en_37330923,It was in this area that numerous families of African-American descent settled.,It was in this area that numerous families of African American descent settled.
15,6,common_voice_en_37556227,Most Egyptian gods were at some time identified with the sun.,Most Egyptian Gods were at some time identified with this one.
15,6,common_voice_en_37570169,The mother goes to the ash-heap behind the hut.,The mother goes to the ash heap behind the hut.
15,6,common_voice_en_37627010,The next generation of British zoologists contained both Charles Darwin and Alfred Russel Wallace.,The next generation of British zoologists contained both Charles Darwin and Alfred Russell Wallace.
15,6,common_voice_en_37811263,Loved it.,loved it
15,6,common_voice_en_37853057,The Detroit School of Arts offers only Spanish as a foreign language.,The Detroit School of Arts offers only Spanish as a foreign language.
15,6,common_voice_en_37892950,"Four villages grew within its borders: Girard, Churchill, Sodom, and Seceders Corners.","Four villages grew within its borders. Gregard, Churchill, Sodom and Caesars corner."
15,6,common_voice_en_37947793,"Cry babies on ""I'll Take You Back"": Tim Owens and Robert Arthur.","Crybabies on I'll Take You Back, Tim Owens and Robert Arthur."
15,6,common_voice_en_38091212,"Because ""Little Big Mom"" deals with leprosy, it has never been released in Japan.","Because Little Big Mom deals with leprosy, it has never been released in Japan."
15,6,common_voice_en_38091215,He also transcribed music from other sources for the organ.,He also transcribed music from other sources for the organ.
15,6,common_voice_en_38174427,"The ""unfinished"" barrage was the cause of much embarrassment to the Welsh Assembly.",The unfinished barrage was the cause of much embarrassment to the Welsh Assembly.
15,6,common_voice_en_38184000,It is dark rufous brown above and paler rufous brown below.,it is dark office brown above and paler office brown below
15,6,common_voice_en_38283661,"When a dead whale is washed ashore, the people accord it a solemn burial.","When a dead whale is washed ashore, the people accord it a solemn burial."
15,6,common_voice_en_39263165,He continues to live in Houston with his wife Jaclyn.,"He continues to live in Houston with his wife, Jaisalyn."
15,6,common_voice_en_39350221,The second level involves crossing a bridge by swinging on spider threads.,The second level involves crossing a bridge by swinging on spider threads.
15,6,common_voice_en_39589774,"However, it runs poorly.",however it runs poorly
15,6,common_voice_en_39745077,The opposing kind of dicto simpliciter is accident.,The opposing kind of dictors visitor is accidental.
15,6,common_voice_en_40354111,There is a health center in Varda.,"There is a hell centenium, Varda."
15,6,common_voice_en_40391095,Both pods include landing lights.,Both pods include landing lights.
15,6,common_voice_en_40409829,"In microprocessors, branch prediction permits avoidance of pipeline emptying at branch instructions.","In microprocessors, branch prediction permits avoidance of pipeline and Tinkert branch instructions."
15,6,common_voice_en_40613498,Any passerby who chances to kick it over is sure to absorb the illness.,Any passerby who chances to kick it over is sure to absorb the illness.
15,6,common_voice_en_40863387,"Pickhaver has three sisters Jane, Anne and Mary and a brother Mark.","Pig Hever has three sisters Jane, Annie and Mary and a brother Mark."
15,6,common_voice_en_40993865,He had at least four children.,He had at least four children.
15,6,common_voice_en_41083329,The film was narrated by the American actor and baritone Thomas Hardie Chalmers.,The film was narrated by the American actor and baritone Thomas Hardy Chalmers.
15,6,common_voice_en_41851166,"During World War One, Bliss ministered to French and Belgian soldiers interned in Switzerland.","During World War I, the French and Belgian soldiers interned in Switzerland."
15,7,common_voice_en_17289296,"The landing was dimly light by a single, bare, low-power light-bulb.",The landing was dimly light but a single bare low-power light bulb
15,7,common_voice_en_18062241,Fresh as a daisy.,fresh as a daisy
15,7,common_voice_en_18208927,Check the main features on the website.,Check the main features on the website.
15,7,common_voice_en_19045427,"Upon his father's death, he inherited his arms.","Upon his father's death, he inherited his arms."
15,7,common_voice_en_19650760,"In contrast to hydromorphone, it is described as inactive.","In contrast to hydromorphone, it is described as inactive."
15,7,common_voice_en_19729843,Paulding is largely a bedroom community.,Paulding is largely a bedroom community.
15,7,common_voice_en_20264169,He eventually led Pitt to five consecutive bowl games.,He eventually led Pitt to five consecutive bowl games.
15,7,common_voice_en_20556516,"Stephen the First, the first king of Hungary, founded an episcopate there.","Stephen I, the first king of Hungary founded an episcopate there."
15,7,common_voice_en_20556517,Dunbar takes action but also takes a bullet leaving him blind.,Dunbar takes action but also takes a bullet leaving him blind.
15,7,common_voice_en_20685731,He can do a lot of things.,He can do a lot of things.
15,7,common_voice_en_21522616,"Internally it provided five registers plus the program counter, but no stack pointer.",internally it provided five registers plus the program contact but no stack pointer
15,7,common_voice_en_22339444,They attacked in massed formations and died by the hundreds.,They attacked in massed formation and died by the hundreds.
15,7,common_voice_en_24017916,"This entails a ""training in the art of prayer"".",This entails a training in the art of prayer.
15,7,common_voice_en_26945559,The path he has chosen for us is the right one!,The path he has chosen for us is the right one.
15,7,common_voice_en_31692279,Leading to the conclusion that the dikes must have originated from separate magma chambers.,Leading to the conclusion that the dikes must have originated from separate magma chambers.
15,7,common_voice_en_31693746,Rafiqul was involved in the politics of Chhatra League in his student life.,Raufiqul was involved in the politics of Chhatra League in his student life.
15,7,common_voice_en_34954466,"The corner stone was laid by Sir Mortimer Clarke, Lieutenant Governor of Ontario.","The car was shown on the late Wednesday in Montemar, Canada, left in an economy of Ontario."
15,7,common_voice_en_35066412,Thus a graph must be sparse enough to justify an adjacency list representation.,Thus a graph must be sparse enough to justify an adjacency list representation.
15,7,common_voice_en_36641653,They had no recognised uniform and wore practical clothing as the season required.,They had no recognized uniform and wore practical clothing as the season required.
15,7,common_voice_en_36823641,There are six stamens.,There are six stamens.
15,7,common_voice_en_36863845,"However, its location and other information is yet to be announced.","However, its location and other information is yet to be announced."
15,7,common_voice_en_36863846,The hotel is located right opposite Galle Face Green facing the Indian Ocean.,The hotel is located right opposite Galle Face Green facing the Indian Ocean.
15,7,common_voice_en_37021989,Botswana sent two boxers to Athens.,Botswana sent a boxer to Adams.
15,7,common_voice_en_37121837,Machan argued against animal rights in his widely reprinted paper Do Animals Have Rights?,Macken argue against animal rights in his widely reprinted paper do animals have rights
15,7,common_voice_en_37329538,"Subsequently, an anterior approach was introduced.",Subsequently an anterior approach was introduced.
15,7,common_voice_en_37330923,It was in this area that numerous families of African-American descent settled.,It was in this area that numerous families of African American descent settled.
15,7,common_voice_en_37556227,Most Egyptian gods were at some time identified with the sun.,Most Egyptian Gods were at some time identified with this one.
15,7,common_voice_en_37570169,The mother goes to the ash-heap behind the hut.,The mother goes to the ash heap behind the hut.
15,7,common_voice_en_37627010,The next generation of British zoologists contained both Charles Darwin and Alfred Russel Wallace.,The next generation of British zoologists contained both Charles Darwin and Alfred Russell Wallace.
15,7,common_voice_en_37811263,Loved it.,loved it
15,7,common_voice_en_37853057,The Detroit School of Arts offers only Spanish as a foreign language.,The Detroit School of Arts offers only Spanish as a foreign language.
15,7,common_voice_en_37892950,"Four villages grew within its borders: Girard, Churchill, Sodom, and Seceders Corners.","Four villages grew within its borders. Gregard, Churchill, Sodom and Caesars corner."
15,7,common_voice_en_37947793,"Cry babies on ""I'll Take You Back"": Tim Owens and Robert Arthur.","Crybabies on I'll Take You Back, Tim Owens and Robert Arthur."
15,7,common_voice_en_38091212,"Because ""Little Big Mom"" deals with leprosy, it has never been released in Japan.","Because Little Big Mom deals with leprosy, it has never been released in Japan."
15,7,common_voice_en_38091215,He also transcribed music from other sources for the organ.,He also transcribed music from other sources for the organ.
15,7,common_voice_en_38174427,"The ""unfinished"" barrage was the cause of much embarrassment to the Welsh Assembly.",The unfinished barrage was the cause of much embarrassment to the Welsh Assembly.
15,7,common_voice_en_38184000,It is dark rufous brown above and paler rufous brown below.,it is dark office brown above and paler office brown below
15,7,common_voice_en_38283661,"When a dead whale is washed ashore, the people accord it a solemn burial.","When a dead whale is washed ashore, the people accord it a solemn burial."
15,7,common_voice_en_39263165,He continues to live in Houston with his wife Jaclyn.,"He continues to live in Houston with his wife, Jaisalyn."
15,7,common_voice_en_39350221,The second level involves crossing a bridge by swinging on spider threads.,The second level involves crossing a bridge by swinging on spider threads.
15,7,common_voice_en_39589774,"However, it runs poorly.",however it runs poorly
15,7,common_voice_en_39745077,The opposing kind of dicto simpliciter is accident.,The opposing kind of dictors visitor is accidental.
15,7,common_voice_en_40354111,There is a health center in Varda.,"There is a hell centenium, Varda."
15,7,common_voice_en_40391095,Both pods include landing lights.,Both pods include landing lights.
15,7,common_voice_en_40409829,"In microprocessors, branch prediction permits avoidance of pipeline emptying at branch instructions.","In microprocessors, branch prediction permits avoidance of pipeline and Tinkert branch instructions."
15,7,common_voice_en_40613498,Any passerby who chances to kick it over is sure to absorb the illness.,Any passerby who chances to kick it over is sure to absorb the illness.
15,7,common_voice_en_40863387,"Pickhaver has three sisters Jane, Anne and Mary and a brother Mark.","Pig Hever has three sisters Jane, Annie and Mary and a brother Mark."
15,7,common_voice_en_40993865,He had at least four children.,He had at least four children.
15,7,common_voice_en_41083329,The film was narrated by the American actor and baritone Thomas Hardie Chalmers.,The film was narrated by the American actor and baritone Thomas Hardy Chalmers.
15,7,common_voice_en_41851166,"During World War One, Bliss ministered to French and Belgian soldiers interned in Switzerland.","During World War I, the French and Belgian soldiers interned in Switzerland."
15,8,common_voice_en_17289296,"The landing was dimly light by a single, bare, low-power light-bulb.",The landing was dimly light but a single bare low-power light bulb.
15,8,common_voice_en_18062241,Fresh as a daisy.,fresh as a daisy
15,8,common_voice_en_18208927,Check the main features on the website.,Check the main features on the website.
15,8,common_voice_en_19045427,"Upon his father's death, he inherited his arms.","Upon his father's death, he inherited his arms."
15,8,common_voice_en_19650760,"In contrast to hydromorphone, it is described as inactive.","In contrast to hydromorphone, it is described as inactive."
15,8,common_voice_en_19729843,Paulding is largely a bedroom community.,Paulding is largely a bedroom community.
15,8,common_voice_en_20264169,He eventually led Pitt to five consecutive bowl games.,He eventually led Pitt to five consecutive bowl games.
15,8,common_voice_en_20556516,"Stephen the First, the first king of Hungary, founded an episcopate there.","Stephen I, the first king of Hungary founded an episcopate there."
15,8,common_voice_en_20556517,Dunbar takes action but also takes a bullet leaving him blind.,Dunbar takes action but also takes a bullet leaving him blind.
15,8,common_voice_en_20685731,He can do a lot of things.,He can do a lot of things.
15,8,common_voice_en_21522616,"Internally it provided five registers plus the program counter, but no stack pointer.",internally it provided five registers plus the program contact but no stack pointer
15,8,common_voice_en_22339444,They attacked in massed formations and died by the hundreds.,They attacked in massed formation and died by the hundreds.
15,8,common_voice_en_24017916,"This entails a ""training in the art of prayer"".",This entails a training in the art of prayer.
15,8,common_voice_en_26945559,The path he has chosen for us is the right one!,The path he has chosen for us is the right one.
15,8,common_voice_en_31692279,Leading to the conclusion that the dikes must have originated from separate magma chambers.,Leading to the conclusion that the dikes must have originated from separate magma chambers.
15,8,common_voice_en_31693746,Rafiqul was involved in the politics of Chhatra League in his student life.,Raufiqul was involved in the politics of Chhatra League in his student life.
15,8,common_voice_en_34954466,"The corner stone was laid by Sir Mortimer Clarke, Lieutenant Governor of Ontario.","The car was shown on the late Wednesday in Montemar, Canada, left in an economy of Ontario."
15,8,common_voice_en_35066412,Thus a graph must be sparse enough to justify an adjacency list representation.,Thus a graph must be sparse enough to justify an adjacency list representation.
15,8,common_voice_en_36641653,They had no recognised uniform and wore practical clothing as the season required.,They had no recognized uniform and wore practical clothing as the season required.
15,8,common_voice_en_36823641,There are six stamens.,There are six stamens.
15,8,common_voice_en_36863845,"However, its location and other information is yet to be announced.","However, its location and other information is yet to be announced."
15,8,common_voice_en_36863846,The hotel is located right opposite Galle Face Green facing the Indian Ocean.,The hotel is located right opposite Galle Face Green facing the Indian Ocean.
15,8,common_voice_en_37021989,Botswana sent two boxers to Athens.,Botswana sent a boxer to Adams.
15,8,common_voice_en_37121837,Machan argued against animal rights in his widely reprinted paper Do Animals Have Rights?,Macken argue against animal rights in his widely reprinted paper do animals have rights
15,8,common_voice_en_37329538,"Subsequently, an anterior approach was introduced.",Subsequently an anterior approach was introduced.
15,8,common_voice_en_37330923,It was in this area that numerous families of African-American descent settled.,It was in this area that numerous families of African American descent settled.
15,8,common_voice_en_37556227,Most Egyptian gods were at some time identified with the sun.,Most Egyptian Gods were at some time identified with this one.
15,8,common_voice_en_37570169,The mother goes to the ash-heap behind the hut.,The mother goes to the ash heap behind the hut.
15,8,common_voice_en_37627010,The next generation of British zoologists contained both Charles Darwin and Alfred Russel Wallace.,The next generation of British zoologists contained both Charles Darwin and Alfred Russell Wallace.
15,8,common_voice_en_37811263,Loved it.,loved it
15,8,common_voice_en_37853057,The Detroit School of Arts offers only Spanish as a foreign language.,The Detroit School of Arts offers only Spanish as a foreign language.
15,8,common_voice_en_37892950,"Four villages grew within its borders: Girard, Churchill, Sodom, and Seceders Corners.","Four villages grew within its borders. Gregard, Churchill, Sodom and Caesars corner."
15,8,common_voice_en_37947793,"Cry babies on ""I'll Take You Back"": Tim Owens and Robert Arthur.","Crybabies on I'll Take You Back, Tim Owens and Robert Arthur."
15,8,common_voice_en_38091212,"Because ""Little Big Mom"" deals with leprosy, it has never been released in Japan.","Because Little Big Mom deals with leprosy, it has never been released in Japan."
15,8,common_voice_en_38091215,He also transcribed music from other sources for the organ.,He also transcribed music from other sources for the organ.
15,8,common_voice_en_38174427,"The ""unfinished"" barrage was the cause of much embarrassment to the Welsh Assembly.",The unfinished barrage was the cause of much embarrassment to the Welsh Assembly.
15,8,common_voice_en_38184000,It is dark rufous brown above and paler rufous brown below.,it is dark office brown above and paler office brown below
15,8,common_voice_en_38283661,"When a dead whale is washed ashore, the people accord it a solemn burial.","When a dead whale is washed ashore, the people accord it a solemn burial."
15,8,common_voice_en_39263165,He continues to live in Houston with his wife Jaclyn.,"He continues to live in Houston with his wife, Jaisalyn."
15,8,common_voice_en_39350221,The second level involves crossing a bridge by swinging on spider threads.,The second level involves crossing a bridge by swinging on spider threads.
15,8,common_voice_en_39589774,"However, it runs poorly.",however it runs poorly
15,8,common_voice_en_39745077,The opposing kind of dicto simpliciter is accident.,The opposing kind of dictors visitor is accidental.
15,8,common_voice_en_40354111,There is a health center in Varda.,"There is a hell centenium, Varda."
15,8,common_voice_en_40391095,Both pods include landing lights.,Both pods include landing lights.
15,8,common_voice_en_40409829,"In microprocessors, branch prediction permits avoidance of pipeline emptying at branch instructions.","In microprocessors, branch prediction permits avoidance of pipeline and Tinkert branch instructions."
15,8,common_voice_en_40613498,Any passerby who chances to kick it over is sure to absorb the illness.,Any passerby who chances to kick it over is sure to absorb the illness.
15,8,common_voice_en_40863387,"Pickhaver has three sisters Jane, Anne and Mary and a brother Mark.","Pig Hever has three sisters Jane, Annie and Mary and a brother Mark."
15,8,common_voice_en_40993865,He had at least four children.,He had at least four children.
15,8,common_voice_en_41083329,The film was narrated by the American actor and baritone Thomas Hardie Chalmers.,The film was narrated by the American actor and baritone Thomas Hardy Chalmers.
15,8,common_voice_en_41851166,"During World War One, Bliss ministered to French and Belgian soldiers interned in Switzerland.","During World War I, the French and Belgian soldiers interned in Switzerland."
15,9,common_voice_en_17289296,"The landing was dimly light by a single, bare, low-power light-bulb.",The landing was dimly light but a single bare low-power light bulb
15,9,common_voice_en_18062241,Fresh as a daisy.,fresh as a daisy
15,9,common_voice_en_18208927,Check the main features on the website.,Check the main features on the website.
15,9,common_voice_en_19045427,"Upon his father's death, he inherited his arms.","Upon his father's death, he inherited his arms."
15,9,common_voice_en_19650760,"In contrast to hydromorphone, it is described as inactive.","In contrast to hydromorphone, it is described as inactive."
15,9,common_voice_en_19729843,Paulding is largely a bedroom community.,Paulding is largely a bedroom community.
15,9,common_voice_en_20264169,He eventually led Pitt to five consecutive bowl games.,He eventually led Pitt to five consecutive bowl games.
15,9,common_voice_en_20556516,"Stephen the First, the first king of Hungary, founded an episcopate there.","Stephen I, the first king of Hungary founded an episcopate there."
15,9,common_voice_en_20556517,Dunbar takes action but also takes a bullet leaving him blind.,Dunbar takes action but also takes a bullet leaving him blind.
15,9,common_voice_en_20685731,He can do a lot of things.,He can do a lot of things.
15,9,common_voice_en_21522616,"Internally it provided five registers plus the program counter, but no stack pointer.",internally it provided five registers plus the program contact but no stack pointer
15,9,common_voice_en_22339444,They attacked in massed formations and died by the hundreds.,They attacked in massed formation and died by the hundreds.
15,9,common_voice_en_24017916,"This entails a ""training in the art of prayer"".",This entails a training in the art of prayer.
15,9,common_voice_en_26945559,The path he has chosen for us is the right one!,The path he has chosen for us is the right one.
15,9,common_voice_en_31692279,Leading to the conclusion that the dikes must have originated from separate magma chambers.,Leading to the conclusion that the dikes must have originated from separate magma chambers.
15,9,common_voice_en_31693746,Rafiqul was involved in the politics of Chhatra League in his student life.,Raufiqul was involved in the politics of Chhatra League in his student life.
15,9,common_voice_en_34954466,"The corner stone was laid by Sir Mortimer Clarke, Lieutenant Governor of Ontario.","The car was shown on the late Wednesday in Montemar, Canada, left in an economy of Ontario."
15,9,common_voice_en_35066412,Thus a graph must be sparse enough to justify an adjacency list representation.,Thus a graph must be sparse enough to justify an adjacency list representation.
15,9,common_voice_en_36641653,They had no recognised uniform and wore practical clothing as the season required.,They had no recognized uniform and wore practical clothing as the season required.
15,9,common_voice_en_36823641,There are six stamens.,There are six stamens.
15,9,common_voice_en_36863845,"However, its location and other information is yet to be announced.","However, its location and other information is yet to be announced."
15,9,common_voice_en_36863846,The hotel is located right opposite Galle Face Green facing the Indian Ocean.,The hotel is located right opposite Galle Face Green facing the Indian Ocean.
15,9,common_voice_en_37021989,Botswana sent two boxers to Athens.,Botswana sent a boxer to Adams.
15,9,common_voice_en_37121837,Machan argued against animal rights in his widely reprinted paper Do Animals Have Rights?,Macken argue against animal rights in his widely reprinted paper do animals have rights
15,9,common_voice_en_37329538,"Subsequently, an anterior approach was introduced.",Subsequently an anterior approach was introduced.
15,9,common_voice_en_37330923,It was in this area that numerous families of African-American descent settled.,It was in this area that numerous families of African American descent settled.
15,9,common_voice_en_37556227,Most Egyptian gods were at some time identified with the sun.,Most Egyptian Gods were at some time identified with this one.
15,9,common_voice_en_37570169,The mother goes to the ash-heap behind the hut.,The mother goes to the ash heap behind the hut.
15,9,common_voice_en_37627010,The next generation of British zoologists contained both Charles Darwin and Alfred Russel Wallace.,The next generation of British zoologists contained both Charles Darwin and Alfred Russell Wallace.
15,9,common_voice_en_37811263,Loved it.,loved it
