beam,rep_penalty,no_repeat_ngram,temp_fallback,id,reference,hypothesis
1,1.0,5,False,common_voice_en_31692279,Leading to the conclusion that the dikes must have originated from separate magma chambers.,Leading to the conclusion that the dikes must have originated from separate magma chambers.
1,1.0,5,False,common_voice_en_31693746,Rafiqul was involved in the politics of Chhatra League in his student life.,Raufiqul was involved in the politics of Chhatra League in his student life.
1,1.0,5,False,common_voice_en_31693756,Later in the year she finally won election to Sheffield City Council.,"Later in the year, she finally won election to Sheffield City Council."
1,1.0,5,False,common_voice_en_31705666,He played for the youth categories of Real Betis.,he played for the youth categories of real betties
1,1.0,5,False,common_voice_en_31752858,His first trainers was Vitaliy Khmelnytskyi.,His first credits were with Ben Zuchinansky.
1,1.0,5,False,common_voice_en_32285338,Then the old quarries were used as landfills.,Then the authorities were used as landfills.
1,1.0,5,False,common_voice_en_33067832,You can thank God for your good fortune today.,You can thank God for your good fortune today.
1,1.0,5,False,common_voice_en_33067836,This required the demolition of several properties.,this required the demolition of several properties
1,1.0,5,False,common_voice_en_33226454,"Her other works include ""Christmas(Short film)"".",Her other works include Christmas short film
1,1.0,5,False,common_voice_en_33226457,The gang originated in the Minneapolis–Saint Paul metropolitan area.,The gang originated in the Minneapolis and Paul Metropolitan area.
1,1.0,5,False,common_voice_en_335847,Seize the day.,size the day
1,1.0,5,False,common_voice_en_34693,She joined up too.,She joined up to
1,1.0,5,False,common_voice_en_348928,Procrastination is the thief of time.,Procrastination is a thief of time.
1,1.0,5,False,common_voice_en_34954464,Other particle states originate from strings beginning and ending on the same D-brane.,Other particle states originate from strings beginning and ending on the same degree.
1,1.0,5,False,common_voice_en_34954466,"The corner stone was laid by Sir Mortimer Clarke, Lieutenant Governor of Ontario.","The car was shown on the late Wednesday in Montemar, Canada, left in an economy of Ontario."
1,1.0,5,False,common_voice_en_35066410,They'll get you the answer or let you know where to find it.,They will get you the answer or let you know where to find it.
1,1.0,5,False,common_voice_en_35066412,Thus a graph must be sparse enough to justify an adjacency list representation.,Thus a graph must be sparse enough to justify an adjacency list representation.
1,1.0,5,False,common_voice_en_35194177,The original county seat was the town of Ben Ficklin.,The original county seat was the town of Benficlean.
1,1.0,5,False,common_voice_en_35363363,The honeydew can rain down on neighboring and understory plants.,Honeydew can rain down on neighboring and understored plants.
1,1.0,5,False,common_voice_en_35571406,Ugly Duckling provides the intro music for Australian radio duo Hamish and Andy.,Ugly Duckling provides the intro music for Australian radio duo Hamish and Andy.
1,1.0,5,False,common_voice_en_36641653,They had no recognised uniform and wore practical clothing as the season required.,They had no recognized uniform and wore practical clothing as the season required.
1,1.0,5,False,common_voice_en_36641656,The economy is primarily based on coconut husking and farming.,The economy is primarily based on the coconut husking and farming.
1,1.0,5,False,common_voice_en_36643257,"He marched further that day, but later retreated to Farnham.","He marched further that day, but later retreated to Farnham."
1,1.0,5,False,common_voice_en_36643261,The majority of people who live in Leonville are Catholics.,The majority of people who live in Leonville are Catholics.
1,1.0,5,False,common_voice_en_36724595,"A large advocate of outdoor conservation, he works largely with Ducks Unlimited.","A large advocate of outdoor conservation, he works largely with ducks unlimited."
1,1.0,5,False,common_voice_en_36724596,"They typically form proximally during Strombolian eruptions, and are common at strongly peralkaline volcanoes.",They typically come approximately during strong beryllium eruptions and are common at strongly pergolined volcanoes.
1,1.0,5,False,common_voice_en_36734620,It might be in this writer's Top Ten!,It might be in this writer's top 10.
1,1.0,5,False,common_voice_en_36736777,They have two adult sons.,They have two adult sons.
1,1.0,5,False,common_voice_en_36800746,The bedroom farce is perhaps the most common form of farce.,The bedroom farce is perhaps the most common form of farce.
1,1.0,5,False,common_voice_en_36823641,There are six stamens.,There are six stamens.
1,1.0,5,False,common_voice_en_36860119,He is Catholic and a member of the Social Democratic Party of Germany.,He is Catholic and a member of the Social Democratic Party of Germany.
1,1.0,5,False,common_voice_en_36860122,The municipality consists of many islands.,The municipality consists of many islands.
1,1.0,5,False,common_voice_en_36863845,"However, its location and other information is yet to be announced.","However, its location and other information is yet to be announced."
1,1.0,5,False,common_voice_en_36863846,The hotel is located right opposite Galle Face Green facing the Indian Ocean.,The hotel is located right opposite Galle Face Green facing the Indian Ocean.
1,1.0,5,False,common_voice_en_36925177,Many of the priests and old chiefs are considered sacred persons.,Many of the priests and old chiefs are considered sacred persons.
1,1.0,5,False,common_voice_en_36927405,The intention of fertilizing the seed by means of the sacred cedar is unmistakable.,The intention of fertilizing the seed by means of the sacred cedar is unmistakable.
1,1.0,5,False,common_voice_en_36927420,The actors consciously supported the high parts of gods and goddesses.,The actors consciously supported the high parts of gods and goddesses.
1,1.0,5,False,common_voice_en_36933910,I dreamed I was walking through a fine rich country.,I dreamed I was walking through a fine rich country.
1,1.0,5,False,common_voice_en_36933912,The Grand Lama was worshiped as a true and living god.,The Grand Lama was worshipped as a true and living God.
1,1.0,5,False,common_voice_en_36992757,"Rabbits, mice, ground squirrels, birds, insects and lizards are staples.","Rabbits, mice, ground squirrels, birds, insects and lizards are staples."
1,1.0,5,False,common_voice_en_36992760,Adyar has a bus depot operating both intra-city and inter-city buses.,Adyar has a bus depot operating both intra-city and intra-city buses.
1,1.0,5,False,common_voice_en_37012934,Alyx and Fafhrd's affair is mentioned.,Alice and the fairy affair is mentioned
1,1.0,5,False,common_voice_en_37021060,"More recent popular titles include ""Prime Suspect,"" ""The Forsyte Saga,"" ""Sherlock,"" and ""Downton Abbey"".","More recent popular titles include Trump's Specter, Forsyth, Saga, Sherlock and Downton Abbey."
1,1.0,5,False,common_voice_en_37021989,Botswana sent two boxers to Athens.,Botswana sent a boxer to Adams.
1,1.0,5,False,common_voice_en_37024617,Kemmerich was thus elected the new Thuringian Minister President.,Kamaric was thus elected the new Thuringian Minister President.
1,1.0,5,False,common_voice_en_37032601,The installations that form the basis for any operation or system.,the installations that form the basis for any operation or system
1,1.0,5,False,common_voice_en_37032602,"The settlement's principal tourist attraction is the famous Borisoglebsky Monastery, now a museum.","The settlement's principal tourist attraction is the famous Borys Glybecki Monastery, now a museum."
1,1.0,5,False,common_voice_en_37035266,She was the first foreigner in Japan to receive the award.,She was the first foreigner in Japan to receive the award.
1,1.0,5,False,common_voice_en_37035269,Meir Park and Dizengoff Street are named after him.,Meer Park and Dissenghoff Street are named after him.
1,1.0,5,False,common_voice_en_37045701,Boyd was not always popular with rank-and-file officers.,The
1,1.0,5,False,common_voice_en_37121837,Machan argued against animal rights in his widely reprinted paper Do Animals Have Rights?,Macken argue against animal rights in his widely reprinted paper do animals have rights
1,1.0,5,False,common_voice_en_37236919,A rip line simultaneously tears open the top of the balloon.,A rip-lens Hamilton is retired so open the top of the bedroom
1,1.0,5,False,common_voice_en_37236920,"John Canoe, from Axim, Ghana, was an Akan from the Ahanta.",John Canoe from Axiom Ghana was an icon from the AHAARTA.
1,1.0,5,False,common_voice_en_37264767,"Barsi's first role was in ""Fatal Vision"", playing the three-year-old Kimberley MacDonald.","Barsi's first role was in Fatal Vision, playing the three-year-old Kim Ming McDonnell."
1,1.0,5,False,common_voice_en_37277971,Even the guards who line the road must turn their backs.,Even the gods who line the road must turn their backs.
1,1.0,5,False,common_voice_en_37300152,A dining area was set up in the resulting space.,metamming media was set up in the accepting space
1,1.0,5,False,common_voice_en_37318569,It is located to the northwest.,It is located to the North West
1,1.0,5,False,common_voice_en_37318570,This was done in the imperial household until the end of the Edo era.,This was done in the imperial household until the end of the Edo era.
1,1.0,5,False,common_voice_en_37323803,"Jef Raskin jokingly stated: Yes, we named our software after a bug.","Jeff Reskin jokingly stated, yes, we named our software after a bug."
1,1.0,5,False,common_voice_en_37329538,"Subsequently, an anterior approach was introduced.","Subsequently, an anterior approach was introduced."
1,1.0,5,False,common_voice_en_37329539,The way of heaven is distant and unknown.,The way of heaven is distant and unknown.
1,1.0,5,False,common_voice_en_37329970,Mr. Dooley reputedly sold over a million copies.,Mr. Dooley reputedly sold over a million copies.
1,1.0,5,False,common_voice_en_37330923,It was in this area that numerous families of African-American descent settled.,It was in this area that numerous families of African American descent settled.
1,1.0,5,False,common_voice_en_37431886,The launching station incorporates a tracking camera with two lenses.,These are launching station incorporates of tracking camera with two lenses.
1,1.0,5,False,common_voice_en_37498102,He was ten years old when his father was assassinated.,He was 10 years old when his father was assassinated.
1,1.0,5,False,common_voice_en_37498104,He has six children and nine grandchildren.,He has six children and nine grandchildren.
1,1.0,5,False,common_voice_en_37523689,"For Maron, all was connected to God and God was connected to all.","For Madan, all was connected to God and God was connected to all."
1,1.0,5,False,common_voice_en_37523691,They toured with Paul Weller and Razorlight.,They toured with ball weller and razor light.
1,1.0,5,False,common_voice_en_37527871,The legislature considered the Committee's recommendations for curbing and countering radical propaganda.,The legislature considered the committee's recommendations for curbing and countering radical propaganda.
1,1.0,5,False,common_voice_en_37527873,"Furthermore, the equations of motion impose that the Romans mass is constant.",furthermore the equations of motion impose that the roman's mass is constant
1,1.0,5,False,common_voice_en_37556225,"She has also taken Isabel captive after the ""escape"" and kills Sandra.",She has also taken Isabelle captive after the escape and killed Sandra.
1,1.0,5,False,common_voice_en_37556227,Most Egyptian gods were at some time identified with the sun.,Most Egyptian Gods were at some time identified with this one.
1,1.0,5,False,common_voice_en_37570166,Ancient basaltic lava flows gave birth to much of the region.,Ancient basaltic lava flows gave birth to much of the region.
1,1.0,5,False,common_voice_en_37570169,The mother goes to the ash-heap behind the hut.,The mother goes to the ash heap behind the hut.
1,1.0,5,False,common_voice_en_37597194,The musicality of poetry was and is extremely important to his work.,The musicality of poetry was and is extremely important to his work.
1,1.0,5,False,common_voice_en_37597195,The Tourist Information Center is run by the Virden Chamber of Commerce.,The tourist information center is run by the Verden Chamber of Commerce.
1,1.0,5,False,common_voice_en_37627009,"Indeed, ""Berlin work"" became practically synonymous with ""canvas work"".","Indeed, Berlin work became practically synonymous with canvas work."
1,1.0,5,False,common_voice_en_37627010,The next generation of British zoologists contained both Charles Darwin and Alfred Russel Wallace.,The next generation of British zoologists contained both Charles Darwin and Alfred Russell Wallace.
1,1.0,5,False,common_voice_en_37667969,The hilly regions surrounding the Maya Mountains are formed from Cretaceous limestone.,The hilly regions surrounding the Maya Mountains are formed from Cretaceous limestone.
1,1.0,5,False,common_voice_en_37740855,Isabella walked at the coronation of Queen Anne.,Isabella walked at the coronation of Queen Anne.
1,1.0,5,False,common_voice_en_37740856,He then sent a detachment to attack the military frontier post of Dourados.,He then sent a detachment to attack the military frontier post of Dordogh.
1,1.0,5,False,common_voice_en_37759529,But another thought came to him.,But another thought came to him.
1,1.0,5,False,common_voice_en_37759530,Stanton-on-the-Wolds Golf Club is situated about a mile from the village centre.,Stanchion on the walls golf club is situated about a mile from the village center.
1,1.0,5,False,common_voice_en_37799324,The district is located between the two mountain areas Westerwald and Taunus.,The district is located between the two mountain areas Westwald and Daunis.
1,1.0,5,False,common_voice_en_37799327,"Compounding this problem, howling winds drive most of its residents mad.","Compiling this problem, howling winds drive most of the questions mad."
1,1.0,5,False,common_voice_en_37811262,The Adena ground stone tools and axes.,"The arena grounds stones, tools and exits."
1,1.0,5,False,common_voice_en_37811263,Loved it.,loved it
1,1.0,5,False,common_voice_en_37828418,"“I am quite aware of that,” she replied.",I am quite aware of that she look like
1,1.0,5,False,common_voice_en_37845173,"Zigomanis was born in North York, Ontario, but grew up in Markham, Ontario.","Zigomanes was born in North York, Ontario but grew up in Malcom, Ontario."
1,1.0,5,False,common_voice_en_37853057,The Detroit School of Arts offers only Spanish as a foreign language.,The Detroit School of Arts offers only Spanish as a foreign language.
1,1.0,5,False,common_voice_en_37853059,Her parents and her daughter also moved to Mizoram.,Her parents and her daughter also moved to Mizoram.
1,1.0,5,False,common_voice_en_37892950,"Four villages grew within its borders: Girard, Churchill, Sodom, and Seceders Corners.","Four villages grew within its borders. Gregard, Churchill, Sodom and Caesars corner."
1,1.0,5,False,common_voice_en_37907193,Such items can easily be found as surplus and obtained at very little expense.,Such items can easily be found as surplus and obtained at very little expense.
1,1.0,5,False,common_voice_en_37911514,"First numeral describes font weight, second numeral describes font width, third numeral describes position.","First numeral describes font width, second numeral describes font weight, third numeral describes position."
1,1.0,5,False,common_voice_en_37911516,"Peloza appealed to the Supreme Court, which declined to hear the case.",Telosa appealed to the Supreme Court which declined to hear the case.
1,1.0,5,False,common_voice_en_37935402,"Eachard's own sermons, however, were not superior to those he satirized.","Ichard's own sermons, however, were not superior to those he satirized."
1,1.0,5,False,common_voice_en_37947792,Copyright functions by granting the author the right to exclude others.,Copyright functions by granting the author the right to exclude others.
1,1.0,5,False,common_voice_en_37947793,"Cry babies on ""I'll Take You Back"": Tim Owens and Robert Arthur.","Crybabies on I'll Take You Back, Tim Owens and Robert Arthur."
1,1.0,5,False,common_voice_en_37950198,"Ashcroft was an avid football player, playing junior football for Wigan Athletic.",Ashcroft was an avid football player playing junior football for Wigan Athletic.
1,1.0,5,False,common_voice_en_37950200,Thus a detached shock is formed and a more complicated reflection occurs.,Thus a detached shock is formed and a more complicated reflection occurs.
1,1.0,5,False,common_voice_en_37950720,"Medicinal plants include Chinese caterpillar fungus, Fritillaria and Codonopsis.","Medicinal plants include Chinese caterpillar fungus, Fritillaria and Codonopsis."
1,1.0,5,False,common_voice_en_37950723,The women also sport pink splash-tops and lycra in the summer months.,The woman also sport pink splash tops and lycra in the summer months.
1,1.0,5,False,common_voice_en_37984062,"Some researchers identify Mount Meru or Sumeru with the Pamirs, northwest of Kashmir.",Some researchers identify Mount Meru or Sumeru with Pamirs northwest of Kashmir.
1,1.0,5,False,common_voice_en_37984064,It was the first state title under head coach Jim Bocci.,It was the first state title under head coach Jim Bocchi.
1,1.0,5,False,common_voice_en_37985024,Fuchsite crystallizes in the monoclinic crystal system.,Fulcite crystallizes in the monoclinic crystal system.
1,1.0,5,False,common_voice_en_38004990,Thus the Byzantines were forced to fight alone.,Thus the bison tens were focused to fight lone.
1,1.0,5,False,common_voice_en_38007655,Among its principal leaders was Daniel Cohn-Bendit.,Among its principal leaders was Daniel Cohen Bendit.
1,1.0,5,False,common_voice_en_38011046,It would have been her first marathon starting with the elite field.,It would have been her first marathon starting with the light field.
1,1.0,5,False,common_voice_en_38011049,"Deciduous woodlands are dominated by trees such as wild seringa, copalwood and Zambezi teak.","Decidious woodlands are dominated by trees such as wild seringa, copalwood and zambesi teak."
1,1.0,5,False,common_voice_en_38013834,It goes by the common name of Wright's amaranth.,It goes by the common name of Wright's Amurath.
1,1.0,5,False,common_voice_en_38013836,His daughter Nigar Hazi also denied all charges.,"His daughter, Niger, has also denied all charges."
1,1.0,5,False,common_voice_en_38017075,"The school offers many unique and different classes, ranging from astronomy to television production.",The school offers many unique and different classes ranging from astronomy to television production.
1,1.0,5,False,common_voice_en_38046793,"Struve attempted to build a national school in this area, but with limited success.",Struve attempted to build a national school in this area but with limited success.
1,1.0,5,False,common_voice_en_38046796,The other candidates barely made a showing.,The other candidates barely made a showing.
1,1.0,5,False,common_voice_en_38091212,"Because ""Little Big Mom"" deals with leprosy, it has never been released in Japan.","Because Little Big Mom deals with leprosy, it has never been released in Japan."
1,1.0,5,False,common_voice_en_38091215,He also transcribed music from other sources for the organ.,He also transcribed music from other sources for the organ.
1,1.0,5,False,common_voice_en_38110336,Counter Intelligence Corps headquarters in Genoa.,Counterintelligence Corps headquarters in Genoa.
1,1.0,5,False,common_voice_en_38110338,Cem became the leader of the party.,Sem became the leader of the party.
1,1.0,5,False,common_voice_en_38135743,Fuji Dream Airlines has its headquarters in Makinohara.,Fuji Dream Airlines has its headquarters in Makinuhara.
1,1.0,5,False,common_voice_en_38174426,"The higher the degree of substitution, the more stable a carbocation generally is.","The higher the degree of substitution, the more stable a car vacation generally is."
1,1.0,5,False,common_voice_en_38174427,"The ""unfinished"" barrage was the cause of much embarrassment to the Welsh Assembly.",The unfinished barrage was the cause of much embarrassment to the Welsh Assembly.
1,1.0,5,False,common_voice_en_38184000,It is dark rufous brown above and paler rufous brown below.,it is dark office brown above and paler office brown below
1,1.0,5,False,common_voice_en_38184018,Cacheris is the son of a Greek immigrant.,Cateris is the son of a Greek immigrant.
1,1.0,5,False,common_voice_en_38199426,A remixed and remastered edition of Sluggo!,A Remixed and Remastered Edition of Sluggoo
1,1.0,5,False,common_voice_en_38236253,"The founder members were Allah Dita Khan, Skintaj and Rajasab Ali of Azad Kashmir.","The founder were Alladeeta Khan, Skintraj and Rajasaheb Ali of Azad Kashmir."
1,1.0,5,False,common_voice_en_38255726,Dionysus was the last king of the gods appointed by Zeus.,Dionysus was the last king of the gods appointed by Zeus.
1,1.0,5,False,common_voice_en_38279877,Children are warned against straying in the corn because the fox is there.,Children are warned against straying in the corn because the fox is there.
1,1.0,5,False,common_voice_en_38279879,The next act opens with a repetition of the forging of a plowshare.,The next act opens with a repetition of the forging of a plowshare.
1,1.0,5,False,common_voice_en_38283661,"When a dead whale is washed ashore, the people accord it a solemn burial.","When a dead whale is washed ashore, the people accord it a solemn burial."
1,1.0,5,False,common_voice_en_38283664,The growth of the garden is the growth of the divine substance.,The growth of the garden is the growth of the divine substance.
1,1.0,5,False,common_voice_en_38297874,I gave bread to the hungry and clothes to the naked.,I gave bread to the hungry and clothes to the naked.
1,1.0,5,False,common_voice_en_38297928,"These four days corresponded to the thirteenth, fourteenth, fifteenth, and sixteenth of November.","These four days corresponded to the 13th, 14th, 15th and the 16th of November."
1,1.0,5,False,common_voice_en_38299559,Are they mere diversions meant to while away the tedium of the holidays?,Are they mere diversions? Why love with the tedium of the holidays?
1,1.0,5,False,common_voice_en_38313463,"In time, its decision was accepted by the Eastern Church.","In time, its decision was accepted by the Eastern Church."
1,1.0,5,False,common_voice_en_38328912,"The town has one airport, Makokou Airport.","The town has one airport, Makoko Airport."
1,1.0,5,False,common_voice_en_38328917,"He married a minister's daughter, with whom he had a daughter and son.",He married a minister's daughter with whom he had a daughter and son.
1,1.0,5,False,common_voice_en_38337329,Cleveland's men rescued him and captured Riddle and two others.,Cleveland's men rescued him and captured Riddle and two others.
1,1.0,5,False,common_voice_en_38350944,Ariton is part of the Ozark Micropolitan Statistical Area.,Elton is part of the Ozark Micropolitan Statistical Area.
1,1.0,5,False,common_voice_en_38350945,The Republican Party controls politics at the local level in Clark County.,The Republican Party controls politics at the local level in Clark County.
1,1.0,5,False,common_voice_en_38361992,"When a person is sufficiently fatigued, microsleeps may be experienced.","When a person is sufficiently fatigued, micro-sleeps may be experienced."
1,1.0,5,False,common_voice_en_38389712,The episodes are edited by Hewlett himself.,The episodes are edited by Hewlett himself.
1,1.0,5,False,common_voice_en_38409887,The series of records was then named Mercury Living Presence.,The series of records was then named Mercury Living Presence.
1,1.0,5,False,common_voice_en_38409888,"The comic series has spawned a film serial, a radio series and a novel.","The comic series has found a film serial, a radio series and a novel."
1,1.0,5,False,common_voice_en_38458960,It is endemic to Western Tropical Africa.,It is endemic to Western tropical Africa.
1,1.0,5,False,common_voice_en_38461334,"It aired on Astro Ria, which is hosted by Malaysia's satellite provider, Astro Malaysia.",It aired on Astroria which is hosted by Malaysia satellite provider Astromalacia.
1,1.0,5,False,common_voice_en_38461339,The boat's wake drags the humans into the river and towards a waterfall.,The boat's wake drags the humans into the river and towards a waterfall.
1,1.0,5,False,common_voice_en_38524458,I wish he would arrive!,I wish he would arrive.
1,1.0,5,False,common_voice_en_38524461,His determination of spreading his knowledge was taken very seriously.,His determination of spreading his knowledge was taken very seriously.
1,1.0,5,False,common_voice_en_38525179,Two of John F. Kennedy's books are almost entirely credited to ghostwriters.,Two of John F. Kennedy's books are almost entirely credited to ghostwriters.
1,1.0,5,False,common_voice_en_38525180,Is there no regenerating of these political Sodomites?,Is there no regenerating of these political sodomites?
1,1.0,5,False,common_voice_en_38525927,Bugs thinks he's been brought out to perform.,Bugs thinks he's been brought out to perform.
1,1.0,5,False,common_voice_en_38559359,Then he worked as a door-to-door insurance salesman.,Then he worked as a door-to-door insurance salesman.
1,1.0,5,False,common_voice_en_38576003,The two front men were both blond and very intense.,The two front men were both blond and very intense.
1,1.0,5,False,common_voice_en_38579138,Headon lies within Headon cum Upton civil parish for local administrative identity.,"Hedden lies within Hedden, come Upton civil parish for local administrative identity."
1,1.0,5,False,common_voice_en_38587292,The trooper was never charged with any foul play.,The trooper was never charged with any foul play.
1,1.0,5,False,common_voice_en_38625438,"Ashur's brothers were Elam, Arphaxad, Lud, and Aram.","Asur's brothers were Ilum, Arfak, Saad, Lord and Aram."
1,1.0,5,False,common_voice_en_38663258,He died in the attentive care of staff at the Mater Hospital in Dublin.,He died in the attentive care of staff at the Mater Hospital in Dublin.
1,1.0,5,False,common_voice_en_38663260,"The band's longest engagement was at Hollenden Hotel's Vogue Room in Cleveland, Ohio.","The band's longest engagement was at the Orlandin Hotel's Vogue Room in Cleveland, Ohio."
1,1.0,5,False,common_voice_en_38729339,"Then, a stunt double would have performed a second shot at a higher altitude.",The next turn double would have performed a second shot at a higher altitude.
1,1.0,5,False,common_voice_en_38743450,The channel also operates a separate feed for the United Kingdom.,The channel also operates a separate feed for the United Kingdom.
1,1.0,5,False,common_voice_en_38867974,The station is owned by New River Community Church.,This station is owned by New River Community Church.
1,1.0,5,False,common_voice_en_38991758,"The victorious king all members of the Orbeli clan, excepting two brothers who escaped.",The Victorious King all members of Orbele clan excepting two brothers who escaped.
1,1.0,5,False,common_voice_en_3900314,Angela wanted to copy everything he had done.,Angela wanted to copy everything we had done.
1,1.0,5,False,common_voice_en_39263163,"They had one daughter, Charlotte Brown Swanson.","They had one daughter, Charlotte Brown Swanson."
1,1.0,5,False,common_voice_en_39263165,He continues to live in Houston with his wife Jaclyn.,"He continues to live in Houston with his wife, Jaisalyn."
1,1.0,5,False,common_voice_en_39350221,The second level involves crossing a bridge by swinging on spider threads.,The second level involves crossing a bridge by swinging on spider threads.
1,1.0,5,False,common_voice_en_39350227,He reverted to his present condition.,He reverted to his present condition.
1,1.0,5,False,common_voice_en_39388217,"It contains numerous ponds, waterworks, and wooden Chinese pavilions.","It contains numerous ponds, waterworks and wooden Chinese pavilions."
1,1.0,5,False,common_voice_en_39544587,Track is standard gauge.,Track is standard gauge
1,1.0,5,False,common_voice_en_39544787,"Niles invented a process for making wire, and erected mills in Norwich.",Niles invented a process for making wire and erected mills in Norwich.
1,1.0,5,False,common_voice_en_39568375,The birdlife to be found in this municipality is characteristic for the region.,The bird life to be found in this municipality is characteristic for the region.
1,1.0,5,False,common_voice_en_39568447,Her father is of Irish and Spanish descent.,Her father is of Irish and Spanish descent.
1,1.0,5,False,common_voice_en_39568460,"Humic substances, including humin, have not been observed in soils using modern analytical techniques.",humic substances including human have not been observed in soils using modern analytical techniques
1,1.0,5,False,common_voice_en_39573210,"Naval officers participated in two riots, known as Naval Riots.",Naval Officers Participated in 2 ROIDs known as Naval ROIDs
1,1.0,5,False,common_voice_en_39584147,Rest stops were set up along the route of the march to Beni.,Rest stops were set up along the route of the march to Bennie.
1,1.0,5,False,common_voice_en_39584202,"A ""component instance"" was created by ""opening"" a component.",A component instance was created by opening a component.
1,1.0,5,False,common_voice_en_39585939,The game is long out of production.,The game is long out of production.
1,1.0,5,False,common_voice_en_39586417,"Five years later, Mermans entered the first team.","Five years later, mermans enter the first stream."
1,1.0,5,False,common_voice_en_39589774,"However, it runs poorly.",however it runs poorly
1,1.0,5,False,common_voice_en_39599037,"Argentina, Switzerland and Turkey were the only nations that did not earn any medals.","Argentina, Switzerland and Turkey were the only nations that did not earn any medals."
1,1.0,5,False,common_voice_en_39599038,Anastasia died at the scene.,Anastasia died at the scene.
1,1.0,5,False,common_voice_en_39608444,His companions painted their faces in alternate perpendicular stripes of black and red.,His companions painted their faces in alternate perpendicular stripes of black and red.
1,1.0,5,False,common_voice_en_39610034,"After his athletics career, Riddick was a coach at Norfolk State University.","After his athletics career, Riddick was a coach at Norfolk State University."
1,1.0,5,False,common_voice_en_39625125,More inclusive surveys may offer more options.,More inclusive surveys may offer more options.
1,1.0,5,False,common_voice_en_39639898,If he complied with the injunction the rice would grow well.,If he complied with the injunction the rice would grow well.
1,1.0,5,False,common_voice_en_39646635,"While criticized for his coaching abilities, his ability to recruit was not in question.","While criticized for his coaching abilities, his ability to recruit was not in question."
1,1.0,5,False,common_voice_en_39646638,This long article strongly criticized the undemocratic practice of Mao and Deng.,This long article strongly criticized the undemocratic practice of Mao and Deng.
1,1.0,5,False,common_voice_en_39653346,"Therefore, according to Kircher, Snakestones worked.","Therefore, according to Kertcher, snake stones worked."
1,1.0,5,False,common_voice_en_39670008,Fire suppression activities had failed to exclude fire from the southern California chaparral.,Fire suppression activities had failed to exclude fire from the Southern California chaparral.
1,1.0,5,False,common_voice_en_39671717,"After the end of his contract, he was succeeded by Dror Kashtan.","After the end of his call, he was succeeded by Dror Kastor."
1,1.0,5,False,common_voice_en_39685429,The general definition is as follows.,The general definition is as follows.
1,1.0,5,False,common_voice_en_39745071,"Unfortunately, she did not placed in the pageant that time.","Unfortunately, she did not taste in the pigeon that time."
1,1.0,5,False,common_voice_en_39745072,Orange was a strategically important location during the American Civil War.,Orange was a strategically important location during the American Civil War.
1,1.0,5,False,common_voice_en_39745077,The opposing kind of dicto simpliciter is accident.,The opposing kind of dictors visitor is accidental.
1,1.0,5,False,common_voice_en_39745079,"The head is broad, with an oblong snout and hairy, tufted ears.","The head is broad with an oblong snout and hairy, gifted ears."
1,1.0,5,False,common_voice_en_39747653,"To primitivists, domestication enslaves both the domesticated species as well as the domesticators.","To primitivists, domestication enslaves both the domesticated species as well as the domesticators."
1,1.0,5,False,common_voice_en_39780448,"InfraGard focuses on the development, management and protection of critical infrastructure.","InfraGard focuses on the development, management and protection of critical infrastructure."
1,1.0,5,False,common_voice_en_39780450,"Many frequent Buzztime players are enrolled in the ""Players Plus"" program.",Many frequent buzz time players are enrolled in the Players Plus program.
1,1.0,5,False,common_voice_en_39809054,It was covered by Jeff Buckley.,It was covered by Jeff Beckley.
1,1.0,5,False,common_voice_en_39841185,When not being used by the major events the track can be rented.,when not being used by the major event the track can be redone
1,1.0,5,False,common_voice_en_39841188,The show's surreal humour was popular with critics.,The show's relevant rumours was popular with critics.
1,1.0,5,False,common_voice_en_39902699,Eric Henderson is a decorated Army tactical officer.,Eric Henderson is a decorated army tactical officer.
1,1.0,5,False,common_voice_en_39902710,Metaphysics is a branch of philosophy that studies the fundamental nature of reality.,Metaphysics is a branch of philosophy that studies the fundamental nature of reality.
1,1.0,5,False,common_voice_en_39930855,"She wrote the entry on Kurds in ""The Harvard Encyclopedia of American Ethnic Groups"".","She wrote the entry on Kurdism, the Harvard Encyclopedia of American Ethnic Groups."
1,1.0,5,False,common_voice_en_39934525,Westman accepted and Rosenberger was voted out.,Westman accepted and Rosenberger was voted out.
1,1.0,5,False,common_voice_en_39934526,The word 'inch' actually refers to the area of the hole in 'square inches'.,The word inch actually refers to the area of the hole in square inches.
1,1.0,5,False,common_voice_en_39963849,"The island is divided into three districts - Bridgetown, Northern and Southern Districts.","The island is divided into three districts, Bridgetown, Northern and Southern districts."
1,1.0,5,False,common_voice_en_39997575,A number of provincial highways run north to south through the county.,A number of provincial highways run north to south through the county.
1,1.0,5,False,common_voice_en_40021346,The station was near the southern edge of Bedwellty Park.,The station was near the southern edge of Bad Velti Park.
1,1.0,5,False,common_voice_en_40066227,The buns are topped with chocolate.,the buns are topped with chocolate
1,1.0,5,False,common_voice_en_40069142,Track durations taken from shop listing.,Track durations taken from shop listing
1,1.0,5,False,common_voice_en_40069143,The community is an unincorporated area of the Town of North Hempstead.,The community is an unincorporated area of the town of North Hempstead.
1,1.0,5,False,common_voice_en_40071325,"This behaviour, known as ""tripoding"", is quite common in monitor species.",This behavior known as tripwording is quite common in monitor species.
1,1.0,5,False,common_voice_en_40116738,This branch is filled with friction composition in which a friction bar is embedded.,This planche is filled with friction composition in which a friction bar is embedded.
